David,Semenov,Aleksandrovich,1983.3.13,SemenovDavid1983@google.com,TRUE
Oleg,Sokolov,Alexeyevich,1997.1.2,SokolovOleg1997@mail.ru,TRUE
Oleg,Popov,Nikolaevich,1999.11.16,PopovOleg1999@google.com,FALSE
Nikita,Zuev,Zaharovich,1990.7.16,ZuevNikita1990@mail.ru,FALSE
Nikolay,Semenov,Aleksandrovich,1981.9.2,SemenovNikolay1981@mail.ru,TRUE
Eva,Lazareva,Gennadievna,1995.1.11,LazarevaEva1995@google.com,FALSE
Violetta,Lazareva,Nikolaevna,1988.8.6,LazarevaVioletta1988@yandex.ru,TRUE
Pavel,Sokolov,Alexeyevich,1996.2.5,SokolovPavel1996@mail.ru,FALSE
Valeria,Zueva,Vasilievna,1989.6.16,ZuevaValeria1989@google.com,TRUE
Valeria,Zueva,Aleksandrovna,1985.8.20,ZuevaValeria1985@yandex.ru,FALSE
Philipp,Semenov,Davidovich,1990.2.9,SemenovPhilipp1990@mail.ru,FALSE
Elena,Sidorova,Nikolaevna,1995.5.2,SidorovaElena1995@yandex.ru,TRUE
Ivan,Sidorov,Aleksandrovich,1996.11.13,SidorovIvan1996@mail.ru,TRUE
Valeria,Popova,Davidovna,1984.3.27,PopovaValeria1984@yandex.ru,TRUE
Tatyana,Fedotova,Alexeyevna,1992.2.8,FedotovaTatyana1992@mail.ru,FALSE
Violetta,Ershova,Maksimovna,1993.8.14,ErshovaVioletta1993@google.com,TRUE
David,Sokolov,Nikolaevich,1989.12.14,SokolovDavid1989@yandex.ru,FALSE
Rita,Osipova,Nikolaevna,1996.9.22,OsipovaRita1996@google.com,FALSE
Nikolay,Bogdanov,Nikolaevich,1989.5.9,BogdanovNikolay1989@mail.ru,FALSE
Ivan,Semenov,Gennadievich,1997.9.17,SemenovIvan1997@yandex.ru,TRUE
Elena,Osipova,Petrovna,1991.11.21,OsipovaElena1991@mail.ru,TRUE
Petr,Sokolov,Petrovich,1997.4.19,SokolovPetr1997@mail.ru,TRUE
Oksana,Lebedeva,Nikolaevna,1992.4.23,LebedevaOksana1992@google.com,TRUE
Varvara,Lazareva,Sergeevna,1988.6.2,LazarevaVarvara1988@google.com,FALSE
Nikita,Fedotov,Maksimovich,1994.5.16,FedotovNikita1994@mail.ru,FALSE
Varvara,Semenova,Maksimovna,1989.12.22,SemenovaVarvara1989@mail.ru,FALSE
Philipp,Ershov,Sergeevich,1986.5.6,ErshovPhilipp1986@mail.ru,TRUE
Yulia,Lebedeva,Sergeevna,1981.5.12,LebedevaYulia1981@mail.ru,TRUE
Varvara,Zueva,Gennadievna,1987.12.1,ZuevaVarvara1987@yandex.ru,TRUE
Larisa,Popova,Ivanovna,1995.2.3,PopovaLarisa1995@google.com,TRUE
Eva,Ershova,Nikolaevna,2000.5.10,ErshovaEva2000@google.com,TRUE
Lev,Belov,Zaharovich,1981.9.16,BelovLev1981@yandex.ru,TRUE
Yulia,Sokolova,Ivanovna,1991.9.8,SokolovaYulia1991@mail.ru,TRUE
Oleg,Ershov,Petrovich,1984.10.24,ErshovOleg1984@google.com,TRUE
Varvara,Ershova,Vasilievna,1997.12.2,ErshovaVarvara1997@mail.ru,FALSE
Yulia,Fedotova,Aleksandrovna,1997.7.23,FedotovaYulia1997@yandex.ru,FALSE
Nikolay,Bogdanov,Aleksandrovich,1981.4.7,BogdanovNikolay1981@yandex.ru,FALSE
Yulia,Lebedeva,Alexeyevna,1986.4.18,LebedevaYulia1986@yandex.ru,TRUE
Alexey,Lazarev,Petrovich,1994.7.28,LazarevAlexey1994@yandex.ru,TRUE
Violetta,Fedotova,Zaharovna,1989.11.24,FedotovaVioletta1989@google.com,FALSE
Georgiy,Sokolov,Alexeyevich,1990.10.14,SokolovGeorgiy1990@mail.ru,TRUE
Philipp,Osipov,Gennadievich,1985.1.24,OsipovPhilipp1985@yandex.ru,TRUE
Eva,Sokolova,Davidovna,1989.6.25,SokolovaEva1989@google.com,TRUE
Oleg,Belov,Maksimovich,1985.2.12,BelovOleg1985@mail.ru,FALSE
Georgiy,Sokolov,Alexeyevich,1989.7.11,SokolovGeorgiy1989@google.com,TRUE
Pavel,Sokolov,Maksimovich,2001.2.9,SokolovPavel2001@yandex.ru,FALSE
Larisa,Popova,Maksimovna,1986.3.2,PopovaLarisa1986@google.com,TRUE
Violetta,Sidorova,Aleksandrovna,1996.3.4,SidorovaVioletta1996@mail.ru,TRUE
Yulia,Lebedeva,Alexeyevna,1993.3.8,LebedevaYulia1993@yandex.ru,TRUE
Philipp,Sokolov,Vasilievich,1995.2.19,SokolovPhilipp1995@mail.ru,FALSE
Dasha,Belova,Davidovna,1984.2.7,BelovaDasha1984@mail.ru,FALSE
Philipp,Belov,Gennadievich,1994.1.4,BelovPhilipp1994@google.com,FALSE
Larisa,Sidorova,Gennadievna,1996.8.28,SidorovaLarisa1996@google.com,TRUE
Tatyana,Popova,Maksimovna,1999.1.3,PopovaTatyana1999@yandex.ru,FALSE
Rita,Belova,Alexeyevna,1986.2.26,BelovaRita1986@mail.ru,TRUE
Pavel,Osipov,Vasilievich,1983.10.6,OsipovPavel1983@mail.ru,TRUE
Eva,Lebedeva,Maksimovna,1990.8.10,LebedevaEva1990@mail.ru,TRUE
Elena,Bogdanova,Zaharovna,1992.3.26,BogdanovaElena1992@google.com,TRUE
Elena,Lazareva,Alexeyevna,2000.8.24,LazarevaElena2000@google.com,FALSE
Pavel,Lebedev,Sergeevich,2000.9.21,LebedevPavel2000@google.com,FALSE
Rita,Lazareva,Alexeyevna,1994.5.7,LazarevaRita1994@mail.ru,TRUE
Valeria,Belova,Gennadievna,1996.1.1,BelovaValeria1996@yandex.ru,FALSE
Tatyana,Fedotova,Sergeevna,1989.7.2,FedotovaTatyana1989@google.com,FALSE
Petr,Zuev,Nikolaevich,1990.12.22,ZuevPetr1990@yandex.ru,FALSE
Violetta,Ershova,Sergeevna,1998.12.26,ErshovaVioletta1998@mail.ru,FALSE
Yulia,Bogdanova,Nikolaevna,1987.10.26,BogdanovaYulia1987@yandex.ru,TRUE
Varvara,Sokolova,Nikolaevna,1995.7.26,SokolovaVarvara1995@yandex.ru,TRUE
Valeria,Zueva,Aleksandrovna,1995.8.19,ZuevaValeria1995@google.com,TRUE
Elena,Fedotova,Maksimovna,1995.9.8,FedotovaElena1995@mail.ru,TRUE
Violetta,Lebedeva,Zaharovna,1997.3.25,LebedevaVioletta1997@google.com,FALSE
Nikolay,Ershov,Aleksandrovich,1998.3.20,ErshovNikolay1998@yandex.ru,TRUE
Oleg,Zuev,Alexeyevich,2001.7.23,ZuevOleg2001@google.com,FALSE
Violetta,Sidorova,Ivanovna,1983.1.11,SidorovaVioletta1983@yandex.ru,FALSE
Nikolay,Ershov,Aleksandrovich,2000.10.25,ErshovNikolay2000@google.com,TRUE
Lev,Bogdanov,Aleksandrovich,1985.10.24,BogdanovLev1985@yandex.ru,TRUE
Alexey,Sidorov,Alexeyevich,1995.8.21,SidorovAlexey1995@google.com,FALSE
Oleg,Belov,Maksimovich,1990.2.18,BelovOleg1990@yandex.ru,TRUE
Oksana,Ershova,Ivanovna,1983.1.3,ErshovaOksana1983@google.com,FALSE
Yulia,Sokolova,Aleksandrovna,1990.2.11,SokolovaYulia1990@yandex.ru,TRUE
Ekaterina,Lebedeva,Alexeyevna,1994.12.25,LebedevaEkaterina1994@google.com,FALSE
Sergey,Fedotov,Petrovich,1998.1.27,FedotovSergey1998@yandex.ru,TRUE
Ivan,Semenov,Alexeyevich,1987.12.3,SemenovIvan1987@google.com,TRUE
Eva,Belova,Zaharovna,1993.3.23,BelovaEva1993@google.com,TRUE
Violetta,Lazareva,Davidovna,1998.10.13,LazarevaVioletta1998@mail.ru,TRUE
Rita,Popova,Vasilievna,1981.6.10,PopovaRita1981@yandex.ru,TRUE
Philipp,Popov,Gennadievich,1986.1.27,PopovPhilipp1986@yandex.ru,TRUE
Dasha,Semenova,Nikolaevna,1991.4.26,SemenovaDasha1991@yandex.ru,TRUE
Oleg,Fedotov,Aleksandrovich,1992.9.22,FedotovOleg1992@google.com,TRUE
Oksana,Bogdanova,Davidovna,1989.1.5,BogdanovaOksana1989@google.com,FALSE
Eva,Belova,Vasilievna,1986.4.27,BelovaEva1986@yandex.ru,FALSE
Dasha,Belova,Vasilievna,1995.2.8,BelovaDasha1995@yandex.ru,FALSE
Georgiy,Bogdanov,Sergeevich,1993.4.3,BogdanovGeorgiy1993@google.com,FALSE
Dasha,Lebedeva,Sergeevna,2000.3.16,LebedevaDasha2000@mail.ru,TRUE
Georgiy,Semenov,Davidovich,1983.7.26,SemenovGeorgiy1983@google.com,TRUE
Eva,Lebedeva,Aleksandrovna,1995.9.28,LebedevaEva1995@yandex.ru,TRUE
Varvara,Belova,Nikolaevna,1993.6.5,BelovaVarvara1993@yandex.ru,TRUE
Nikolay,Bogdanov,Sergeevich,1990.11.20,BogdanovNikolay1990@google.com,FALSE
Nikolay,Sidorov,Vasilievich,1992.4.5,SidorovNikolay1992@google.com,FALSE
Ekaterina,Fedotova,Maksimovna,1988.5.23,FedotovaEkaterina1988@yandex.ru,TRUE
Larisa,Sidorova,Nikolaevna,1984.7.20,SidorovaLarisa1984@mail.ru,TRUE
Petr,Sokolov,Nikolaevich,1996.12.17,SokolovPetr1996@mail.ru,FALSE
David,Fedotov,Gennadievich,1995.2.23,FedotovDavid1995@yandex.ru,FALSE
Ekaterina,Lazareva,Ivanovna,1995.6.21,LazarevaEkaterina1995@google.com,FALSE
Ekaterina,Osipova,Nikolaevna,1984.6.13,OsipovaEkaterina1984@mail.ru,FALSE
Georgiy,Lazarev,Petrovich,1994.4.13,LazarevGeorgiy1994@yandex.ru,FALSE
Nikita,Lazarev,Ivanovich,1999.10.6,LazarevNikita1999@yandex.ru,TRUE
Georgiy,Osipov,Maksimovich,1993.4.3,OsipovGeorgiy1993@google.com,FALSE
Ekaterina,Semenova,Petrovna,1980.4.3,SemenovaEkaterina1980@yandex.ru,FALSE
Ekaterina,Ershova,Aleksandrovna,1991.10.10,ErshovaEkaterina1991@mail.ru,FALSE
Varvara,Sokolova,Nikolaevna,1998.4.25,SokolovaVarvara1998@yandex.ru,TRUE
Dasha,Ershova,Petrovna,1983.7.1,ErshovaDasha1983@yandex.ru,FALSE
Pavel,Zuev,Aleksandrovich,1987.12.16,ZuevPavel1987@google.com,FALSE
Valeria,Fedotova,Gennadievna,1995.7.13,FedotovaValeria1995@google.com,FALSE
Dasha,Fedotova,Maksimovna,1986.1.21,FedotovaDasha1986@yandex.ru,FALSE
Pavel,Lebedev,Gennadievich,1996.4.15,LebedevPavel1996@google.com,FALSE
Nikita,Sidorov,Gennadievich,1987.11.8,SidorovNikita1987@google.com,FALSE
Alexey,Belov,Nikolaevich,1985.11.19,BelovAlexey1985@yandex.ru,FALSE
Dasha,Osipova,Aleksandrovna,1991.5.27,OsipovaDasha1991@mail.ru,TRUE
Nikolay,Lebedev,Petrovich,1984.6.16,LebedevNikolay1984@mail.ru,TRUE
Alexey,Ershov,Vasilievich,1992.8.12,ErshovAlexey1992@yandex.ru,FALSE
Georgiy,Ershov,Aleksandrovich,1991.10.7,ErshovGeorgiy1991@yandex.ru,TRUE
Pavel,Ershov,Aleksandrovich,1991.5.24,ErshovPavel1991@mail.ru,FALSE
Petr,Sokolov,Alexeyevich,1984.1.9,SokolovPetr1984@google.com,FALSE
Eva,Belova,Davidovna,1997.11.26,BelovaEva1997@google.com,FALSE
Rita,Semenova,Aleksandrovna,1984.1.21,SemenovaRita1984@google.com,TRUE
Ekaterina,Fedotova,Aleksandrovna,1980.8.19,FedotovaEkaterina1980@yandex.ru,TRUE
Eva,Fedotova,Alexeyevna,1988.10.21,FedotovaEva1988@yandex.ru,TRUE
Petr,Fedotov,Alexeyevich,1990.1.25,FedotovPetr1990@mail.ru,FALSE
Philipp,Sokolov,Alexeyevich,1983.2.24,SokolovPhilipp1983@google.com,TRUE
Dasha,Belova,Maksimovna,1989.6.7,BelovaDasha1989@google.com,FALSE
Philipp,Sidorov,Nikolaevich,1998.3.23,SidorovPhilipp1998@yandex.ru,FALSE
Nikita,Fedotov,Petrovich,1995.12.22,FedotovNikita1995@yandex.ru,TRUE
Eva,Lazareva,Ivanovna,2001.10.4,LazarevaEva2001@google.com,TRUE
Valeria,Zueva,Nikolaevna,1985.9.26,ZuevaValeria1985@yandex.ru,TRUE
Dasha,Osipova,Vasilievna,1989.7.25,OsipovaDasha1989@yandex.ru,TRUE
Oleg,Fedotov,Vasilievich,1985.12.19,FedotovOleg1985@mail.ru,FALSE
Elena,Osipova,Alexeyevna,1983.10.5,OsipovaElena1983@google.com,FALSE
Petr,Zuev,Nikolaevich,1984.3.23,ZuevPetr1984@mail.ru,TRUE
Yulia,Zueva,Sergeevna,1982.10.13,ZuevaYulia1982@google.com,TRUE
Ekaterina,Osipova,Nikolaevna,1992.10.3,OsipovaEkaterina1992@mail.ru,FALSE
Pavel,Sidorov,Nikolaevich,1983.8.7,SidorovPavel1983@google.com,TRUE
Elena,Lebedeva,Sergeevna,1999.11.28,LebedevaElena1999@yandex.ru,TRUE
Yulia,Sidorova,Maksimovna,1990.4.19,SidorovaYulia1990@google.com,TRUE
Varvara,Lazareva,Alexeyevna,1985.12.19,LazarevaVarvara1985@mail.ru,TRUE
Elena,Bogdanova,Maksimovna,1997.8.22,BogdanovaElena1997@yandex.ru,TRUE
Georgiy,Sokolov,Aleksandrovich,1996.10.25,SokolovGeorgiy1996@yandex.ru,TRUE
Ivan,Belov,Vasilievich,1990.10.27,BelovIvan1990@yandex.ru,TRUE
Varvara,Popova,Maksimovna,2001.11.5,PopovaVarvara2001@mail.ru,TRUE
Valeria,Semenova,Vasilievna,1997.5.4,SemenovaValeria1997@google.com,FALSE
Rita,Ershova,Sergeevna,1991.8.1,ErshovaRita1991@yandex.ru,TRUE
Rita,Fedotova,Alexeyevna,2001.7.26,FedotovaRita2001@yandex.ru,TRUE
Alexey,Sidorov,Vasilievich,2000.11.27,SidorovAlexey2000@yandex.ru,FALSE
Georgiy,Semenov,Petrovich,1983.8.4,SemenovGeorgiy1983@mail.ru,TRUE
Ekaterina,Zueva,Aleksandrovna,1987.9.7,ZuevaEkaterina1987@mail.ru,FALSE
Yulia,Zueva,Petrovna,1998.5.28,ZuevaYulia1998@google.com,FALSE
Oksana,Sokolova,Alexeyevna,1980.1.27,SokolovaOksana1980@google.com,FALSE
Tatyana,Belova,Aleksandrovna,1989.8.15,BelovaTatyana1989@mail.ru,FALSE
Varvara,Sokolova,Vasilievna,2001.10.2,SokolovaVarvara2001@yandex.ru,TRUE
